head_a_layer,head_a_head,head_b_layer,head_b_head,correlation
3,0,5,6,0.6551771047933136
8,8,11,3,0.6548854706419608
7,6,11,0,0.6543566854145644
8,1,10,5,0.6543476802546686
0,6,5,2,0.6540633552720704
10,0,10,10,0.6539578116061802
1,10,7,1,0.6531781242163004
2,3,7,4,0.6528287701980557
1,2,7,3,0.6528270708391182
1,8,6,3,0.6527678169141322
4,10,9,11,0.652651182493365
0,9,10,6,0.6524783084910079
4,7,5,11,0.6519659966409137
2,2,8,5,0.6517473002415208
1,7,10,8,0.6509336062130907
5,6,7,1,0.6508001659520127
5,3,10,5,0.6507352681448721
7,3,10,6,0.6507341378389829
5,9,9,4,0.650529060242724
1,9,3,4,0.649779987308994
9,5,9,8,0.649264954035782
1,5,1,7,0.6491009145861961
6,5,9,7,0.6490329340687497
2,0,4,5,0.6489431401262298
3,11,7,0,0.6487090934205987
9,5,10,10,0.6482108447425233
0,2,3,4,0.6478076145876257
2,1,9,4,0.64779290445999
3,0,9,6,0.6477548558533134
2,1,5,0,0.6477537752325288
0,1,2,0,0.6471828517966832
8,9,11,4,0.6470334203287756
2,10,11,3,0.6470145051856836
4,10,11,10,0.6469793043775797
0,9,2,7,0.6468446233936296
9,0,11,8,0.6468021164660634
0,6,6,2,0.64577448637106
1,10,7,9,0.6456287310085969
1,9,8,7,0.6456053742936924
0,2,8,0,0.6454394459523263
10,3,10,11,0.6449761506548582
5,8,10,11,0.6448378441459308
0,11,4,11,0.6439619439890696
7,7,9,11,0.6431923150322247
9,5,10,9,0.6419206466456017
0,4,3,0,0.6411251624625598
1,7,5,10,0.6410262005871293
2,10,9,0,0.640728675755862
5,4,10,11,0.6407067511012425
1,10,5,6,0.640524393405609
3,0,5,2,0.6404438977412361
7,1,10,3,0.6404363981246118
0,11,1,4,0.6404205366163124
7,1,10,5,0.6401315909670227
8,4,8,11,0.6400296933427236
9,0,10,4,0.6399189681107038
10,4,11,3,0.6389679404945083
3,3,9,0,0.6388294376993959
0,7,4,7,0.638788792424713
0,4,9,11,0.6385747614075525
3,7,11,10,0.6368147981222679
5,6,9,11,0.6362645140446268
7,10,10,5,0.6359526495785773
0,0,8,7,0.6359057417260114
8,0,8,5,0.6358994966180804
3,3,6,4,0.6348639004337107
2,2,3,8,0.6347005560963385
4,8,9,11,0.6346277485129346
8,1,11,5,0.6346082124183814
0,1,2,2,0.6334267203612486
3,0,5,1,0.6332165016420691
4,8,10,11,0.63276657612594
6,11,11,10,0.6327224023334834
5,6,10,5,0.632584380107391
1,9,7,8,0.6325837110130808
0,1,3,6,0.6318598258582107
5,4,11,6,0.6311853871173828
5,10,9,9,0.6311259479920774
2,2,10,8,0.6309931207139257
4,2,7,11,0.6295630538491611
5,5,7,8,0.6292317926395834
9,0,11,2,0.6290803121254328
1,9,4,3,0.6288965331306374
2,0,10,8,0.6287166245914733
8,8,8,11,0.6278657400660904
7,4,11,10,0.6274082909888711
8,2,10,5,0.6270687888191708
0,9,6,4,0.6263985412778063
6,7,11,4,0.6262843249414182
9,5,11,1,0.6262524845584629
2,0,7,3,0.6259476500719919
2,0,2,9,0.6256506155064591
5,8,11,6,0.6254397962559141
2,3,9,1,0.6248981565099171
1,10,7,7,0.6245230983580746
0,9,2,0,0.6238920944977687
1,10,7,4,0.6237323146606251
2,2,5,9,0.6234454395671705
9,5,11,9,0.6230127939230378
0,6,4,4,0.6230086667119343
0,9,7,3,0.6220631940653408
1,3,2,0,0.6220573826972301
0,8,3,3,0.6218567536156415
1,0,6,7,0.6217043268409544
0,8,6,5,0.6207215694664351
9,4,9,10,0.6206038447991229
7,7,8,1,0.6194423377560063
1,1,10,6,0.6191423839531436
0,6,10,5,0.6188546087904914
0,11,2,2,0.6187758014319178
6,11,10,5,0.6187225102529014
9,1,10,11,0.6186861922102843
9,1,10,2,0.6185901054480076
1,2,8,5,0.6182277813734739
10,0,10,9,0.6179617558981778
6,0,11,0,0.6173459366101799
0,2,4,2,0.6172653213923636
7,10,9,1,0.6168467890002243
3,0,8,2,0.6167425714352641
7,9,8,1,0.6167127731920147
0,0,1,4,0.6166495048447121
0,5,1,1,0.616219223543067
8,11,10,1,0.6152564843634761
0,9,1,3,0.6146011785742941
1,1,9,7,0.6142644970743997
2,3,3,0,0.614062784853559
10,0,11,2,0.6140205720779073
5,2,10,5,0.6137192979456816
2,1,2,5,0.6134629486203639
5,2,10,11,0.6134273769932096
3,0,8,3,0.6131200179250968
8,9,11,3,0.613109192347917
10,2,11,10,0.6130890091408807
4,5,5,10,0.6126363485503054
3,11,7,8,0.6121118751384251
4,10,10,11,0.6112932463417273
6,11,10,11,0.610905098304178
1,0,9,0,0.6108130764692716
1,7,2,4,0.610751794390204
5,1,10,11,0.6105427942454769
7,1,11,6,0.6105147788402966
3,0,7,4,0.6104666168837886
1,5,8,5,0.610455179794269
3,7,10,5,0.6095977198894929
1,3,9,9,0.6095243115450203
6,0,7,6,0.608401161429703
1,10,8,1,0.6083579984856254
1,5,3,8,0.607786425493943
0,10,2,4,0.607603335232496
0,5,6,5,0.60722531501528
0,6,3,0,0.6068783318982514
10,0,10,1,0.6063658609143727
0,6,11,10,0.6054033133720248
0,10,2,6,0.604883218733192
1,5,3,3,0.6046131143840685
2,1,5,7,0.6044841010244276
7,3,8,5,0.6039413346428189
3,2,3,11,0.6033536943934761
0,8,1,7,0.6031578232462244
2,5,3,8,0.6023206262583608
0,1,6,4,0.6021741232216979
4,9,9,4,0.6020579358876582
9,5,11,8,0.6018358810576143
0,8,3,0,0.600823636028583
1,10,8,6,0.5999436512473295
4,2,4,3,0.5998264993620405
7,8,8,0,0.5996014474218595
3,3,3,5,0.5986422428821125
1,4,6,5,0.5984243735919665
0,1,7,3,0.5978202834577405
5,10,8,10,0.5974645878055138
0,2,2,2,0.5972922735762534
9,0,11,11,0.596737427666632
2,2,2,7,0.5966777852815633
11,5,11,6,0.5961977819854283
6,1,10,5,0.5956652717130719
0,2,1,9,0.5953936147147292
7,7,11,10,0.594893436575866
10,5,10,7,0.5947258405627457
0,0,11,8,0.5943727210031323
8,2,11,10,0.5941575646165693
7,7,11,6,0.5938828097007178
0,10,4,5,0.5938385071820069
9,0,11,9,0.593138221201846
7,1,8,1,0.5930857953941538
3,0,4,10,0.5928842030787139
2,7,5,11,0.5926636481512384
5,2,11,6,0.5924007936002078
3,0,4,8,0.5923784464217906
8,8,10,0,0.5921686891542858
8,1,8,6,0.5919175427274176
2,10,4,5,0.5912916354750335
7,1,11,10,0.5912591333023397
10,2,10,5,0.5909382730994757
2,9,7,3,0.5904697854125045
5,8,9,1,0.5902923398927277
0,9,3,9,0.5899408263511632
4,8,7,1,0.5898614330534944
10,8,11,1,0.589454473211272
1,10,9,11,0.5890931693225514
3,1,3,2,0.5888717110581302
0,8,3,9,0.5886059100980043
5,9,5,10,0.587891868694884
8,11,11,2,0.5877907504044312
5,6,10,11,0.5875756685048812
1,0,2,2,0.5874369556236023
8,3,11,10,0.5872746333000316
3,0,10,11,0.5872473527619297
4,1,10,11,0.586733928317804
0,8,2,7,0.5862654247971076
1,0,1,7,0.5861308365546746
8,4,11,3,0.5858481631155126
4,9,6,9,0.5850822290828763
0,11,3,10,0.5847795992753297
1,1,1,3,0.5844813466990431
5,6,11,6,0.5843242264639655
4,5,6,4,0.5841192201984746
3,1,7,8,0.5838912424528675
4,0,11,4,0.5837911080551224
2,7,3,9,0.583688038666485
9,5,10,1,0.5836565694730905
8,2,11,6,0.5833833237719566
8,6,10,11,0.5829930576451394
3,0,7,7,0.582479748302917
9,5,11,2,0.5819840699956575
0,0,11,9,0.5818703565992874
0,11,5,5,0.5818184644286511
0,4,8,1,0.5817812733179059
3,2,7,0,0.581648639001548
5,7,9,2,0.5815570006653892
9,5,10,4,0.5815068000336837
3,0,7,9,0.5805763435024844
0,10,8,7,0.580096332187937
2,2,6,5,0.5793312584604876
1,7,11,6,0.5792902836129832
6,4,11,0,0.5789536888119169
0,1,4,2,0.5789422393350853
0,6,11,6,0.5789233592429928
8,9,8,11,0.5785277097369494
3,8,7,8,0.5774348537950899
0,8,9,3,0.5771892532860006
1,3,5,10,0.5768723014082433
10,0,11,1,0.5762330650233559
3,8,6,10,0.5760756843786302
7,4,9,11,0.5758985077797196
1,10,11,6,0.5757605119595472
1,0,8,5,0.5754446471659511
0,1,8,0,0.5750934451678079
2,6,11,10,0.5745538777102305
4,7,6,5,0.5743927558217405
8,8,9,5,0.5741990234952049
6,9,11,4,0.5740161861233358
10,6,11,0,0.5731558269814363
10,0,10,8,0.5731348442926482
5,7,5,10,0.5730097989347654
8,11,11,8,0.5725810479133763
3,5,7,2,0.5720852038768264
4,4,7,1,0.5720360303955557
1,10,9,1,0.5717425321207994
6,4,10,8,0.5716486720635863
9,0,9,7,0.5713447235482594
8,11,10,4,0.5713353228080235
2,10,8,11,0.5706923925078164
6,1,9,11,0.570645046910648
9,6,11,10,0.5705040017047333
4,4,9,11,0.570433001242158
7,11,8,5,0.5703672832591042
3,4,4,5,0.5703461825365742
4,9,5,9,0.5700174863480462
4,2,4,5,0.5699251005995664
1,1,7,0,0.569922972863865
8,0,11,7,0.5693323701823533
11,1,11,3,0.5692907192941727
0,9,6,5,0.5689388118982632
1,8,5,7,0.5681031455810683
5,4,9,1,0.5680294500385706
1,5,10,8,0.5677787438283013
3,3,3,8,0.567532593309993
1,7,2,7,0.5671566023141117
1,1,2,8,0.5666382950633492
7,10,11,10,0.5665249751715513
6,5,8,10,0.5663989813396435
0,8,2,2,0.5659909263274924
1,0,2,10,0.5658164640691561
2,8,6,5,0.5649232317266906
1,5,7,6,0.5647507760321308
8,11,11,11,0.5643673091632151
10,0,10,4,0.5636852160249844
10,8,11,3,0.5634406032836419
7,7,10,5,0.5628865338519088
4,11,5,9,0.5628845318312371
0,4,11,6,0.5626116860033977
2,0,9,9,0.5623201504541394
0,1,7,11,0.5623116526540571
1,4,2,2,0.5622633553966248
5,9,6,9,0.5615730511279688
2,7,6,5,0.5614645895123006
6,7,10,0,0.5614138588403779
9,6,11,6,0.5609621426832834
6,2,11,10,0.5602575769389382
2,3,10,11,0.5602003557360092
5,5,6,6,0.5599275084394453
2,7,8,7,0.5598856512552063
7,11,8,0,0.5598197327579089
1,3,7,3,0.5595042390466561
6,4,8,10,0.5593492338463408
2,2,4,11,0.5591401447899071
0,5,3,3,0.558907263115025
0,0,11,2,0.5588522277983897
0,6,9,1,0.5581847371371408
2,1,5,11,0.5581106911996263
2,7,10,8,0.5565288887873725
7,7,10,11,0.5563501222428452
0,0,11,4,0.5562850831689208
9,3,9,4,0.5558468354537749
8,4,9,0,0.5550575852619962
3,9,4,5,0.5546632993397543
2,10,10,0,0.5544316503345837
1,2,1,9,0.5542148947176906
0,8,1,1,0.5541733389922099
1,8,4,6,0.5541492815239333
3,5,9,0,0.554056865389554
9,2,11,6,0.553698681683744
0,9,2,2,0.5535888168681489
2,4,8,7,0.5531877018336527
2,4,9,4,0.5529101982089085
0,8,2,0,0.5527831221041123
1,0,3,3,0.5526615114110932
2,9,11,0,0.5525739471572306
0,8,0,9,0.5524285899803248
1,4,5,0,0.5520483147696098
3,1,10,6,0.5519900594828677
1,1,9,9,0.5518042505134033
7,3,8,0,0.551396925148667
10,2,11,6,0.5510848524548234
2,10,11,4,0.5506876904046902
3,3,8,5,0.5503736801681292
5,7,9,4,0.5502640179518058
2,9,4,7,0.5502460790819662
3,6,6,3,0.5501681287812082
0,9,4,5,0.5497897478963978
3,1,7,0,0.5497510033227933
0,1,10,8,0.5489749805201559
0,10,5,11,0.5487571988389985
4,3,8,7,0.5482406069020022
0,0,10,10,0.5478220737643406
10,9,11,1,0.5475356520040418
0,0,8,8,0.5473023713903415
5,1,11,10,0.5457402656950872
0,0,10,1,0.5454507906677291
4,2,7,5,0.5452101985416283
9,4,10,9,0.5449965373405201
3,5,10,6,0.5447793841517836
4,0,8,11,0.5435125985452468
3,3,5,10,0.5431426339458915
6,1,8,1,0.5429894177848641
0,1,0,8,0.5427391335755322
7,3,9,9,0.54256092144143
3,5,3,6,0.5419311526021597
6,2,9,11,0.541343747496062
1,5,2,7,0.541278509094338
1,10,9,3,0.5411649810813526
7,8,10,6,0.5405373910983768
7,0,8,11,0.5402831003060825
3,6,8,5,0.5398393087933075
0,5,1,7,0.5396453284609024
7,4,8,1,0.539634909428545
2,3,11,10,0.5395695903904462
4,5,8,5,0.539178330871877
3,7,9,1,0.5390058221021231
6,4,7,3,0.5389744870609641
2,4,4,5,0.5375934144141857
5,10,11,6,0.5371372531883324
2,6,5,7,0.5366914511017321
1,5,3,6,0.5365268501951231
1,4,5,11,0.5365090243545463
0,1,2,7,0.5357126101068056
8,3,10,5,0.5356970464764131
6,9,9,5,0.5356296252302893
1,11,4,9,0.5356289833938285
0,5,0,8,0.5352788437428382
1,9,8,0,0.5347429166073391
0,8,8,5,0.5346274268717185
2,0,7,5,0.534128904585201
0,6,10,11,0.5341183269451093
0,2,1,5,0.5338013413812611
1,3,6,6,0.5334986033078735
2,6,8,1,0.5334072695468618
7,10,11,6,0.5331068092653736
0,2,7,11,0.5328950022057106
2,0,5,10,0.5328627705256914
5,0,10,0,0.5328506589205956
4,2,8,5,0.5328030304602024
4,0,4,7,0.5314509064374519
3,4,7,11,0.5313388692186565
0,0,5,11,0.530549052723695
3,10,5,0,0.5302631706027069
4,4,10,11,0.5302603949553936
0,10,10,8,0.5301737997405648
6,7,9,5,0.5297742994555246
1,9,11,7,0.5291727767683501
4,7,8,10,0.5291248123349223
2,7,6,4,0.5291195685599027
3,0,9,9,0.5290825535145861
8,7,10,0,0.5289596188721973
5,0,8,8,0.5289425334365593
5,5,8,0,0.5289091464593143
5,9,6,5,0.5287584759174214
0,0,0,5,0.5287334939404977
2,9,10,6,0.528725293778621
9,0,10,10,0.5284149109820833
1,7,9,9,0.5283482275454873
3,1,11,7,0.5281969463396964
1,5,7,3,0.5275282273402387
10,8,11,6,0.5275130770067424
5,1,10,5,0.5275073203567603
6,4,7,1,0.5273539827283684
1,5,11,0,0.5270331156166429
3,9,6,4,0.527002144520316
5,10,6,8,0.5269563059696547
5,10,11,1,0.5269124311896695
1,0,6,8,0.5268741841053686
4,2,5,7,0.5268651815218349
10,9,11,3,0.5262947927434903
3,2,4,3,0.5257259735780317
1,7,6,4,0.5251800780539168
6,2,11,6,0.5249679260244797
1,1,6,10,0.5248954537242924
1,1,9,0,0.5245730492473837
7,9,11,6,0.5244291554775216
3,0,9,11,0.5241213936454899
3,11,4,9,0.523900550868598
1,5,4,5,0.5234078080281221
4,2,11,3,0.5233194594911794
9,11,10,5,0.5230628543207506
1,11,5,7,0.522821833276335
0,2,1,11,0.5227460802631235
8,3,11,6,0.522707271553911
1,1,1,4,0.5220770420166351
1,5,6,8,0.521910725705513
0,8,0,10,0.5218457856790703
0,2,7,8,0.5212703706941756
5,7,6,9,0.5211522260161011
3,9,5,0,0.5210296829600022
9,0,11,0,0.5193717652377157
0,9,10,8,0.5192186464783548
4,9,8,7,0.5191755030139322
5,0,10,10,0.5190854942574623
1,0,7,3,0.5188167369619734
0,1,1,3,0.5186986135714315
0,9,5,10,0.5181586898822443
4,5,4,9,0.5176412759696531
0,8,1,5,0.5170570062678178
2,10,4,7,0.5170497708835687
9,11,11,6,0.5169248489253169
3,0,9,1,0.5161560872476526
1,0,11,11,0.5159934675102783
5,9,9,10,0.5157649945452825
3,0,8,6,0.515536097382327
2,11,5,9,0.51543389351653
0,1,9,7,0.515378599228382
3,6,5,11,0.515254231035383
0,0,11,11,0.5151455253595095
3,4,7,5,0.5147281683608906
1,7,11,1,0.5145167228334656
5,9,11,6,0.5142469104776849
0,7,5,11,0.5138009059410237
4,7,9,3,0.5134652184393721
3,10,9,10,0.5134456058037475
1,6,2,4,0.5125712385833047
4,5,11,3,0.5120050432874106
8,6,10,5,0.5119998685048414
2,6,10,8,0.5119659301122738
10,8,10,9,0.5118801987943224
3,9,10,0,0.5118736631050982
0,8,1,0,0.5117493949473765
0,2,3,8,0.5116371321943975
1,2,8,0,0.5115112732653266
0,8,9,7,0.5108835071563487
1,5,6,0,0.5107710075239505
0,8,8,10,0.5104932769399436
2,0,7,11,0.5103598003720982
2,6,6,10,0.5102603485215335
8,6,11,6,0.510149603234827
1,4,4,7,0.5095418404472715
2,3,11,6,0.5094452368225144
11,1,11,4,0.509235451974233
5,0,11,3,0.5091977491725665
0,9,8,7,0.508985019112178
6,9,10,9,0.5085599391477014
2,6,11,1,0.508357189736133
6,9,8,10,0.5083569606249745
6,4,8,5,0.5083126285446671
7,6,9,0,0.5082681203323574
6,10,9,7,0.5081486335641396
1,7,5,9,0.5077257401852117
1,1,7,2,0.5075446615110044
6,9,9,8,0.5075015442340531
3,0,6,4,0.5065837860942354
2,2,8,10,0.5064837963152728
0,2,4,5,0.5064520827810417
0,9,7,0,0.5063648230928713
2,0,4,2,0.5063488890671738
0,7,0,11,0.5061747178991455
2,2,5,5,0.5061733674801584
5,11,8,7,0.5058860685365574
4,11,6,9,0.5057008219432451
0,9,3,2,0.5054692286602486
0,1,0,5,0.5054094116563995
1,6,4,9,0.504855001612461
7,0,11,0,0.5047868327909961
4,5,9,9,0.5045591611843686
5,0,9,5,0.5043850963263744
8,9,9,5,0.5032985459258644
2,9,8,10,0.5032881279532577
5,11,9,4,0.502832754448186
3,2,3,9,0.5027031182911782
1,1,3,9,0.5023870249833272
2,2,3,3,0.5014242005506077
5,5,5,9,0.501417175035349
4,11,6,6,0.5002840759364116
0,1,3,4,0.49959206415411317
10,5,10,11,0.49930135442092466
4,5,5,11,0.499260586257836
5,7,5,9,0.4992516234803429
6,5,9,9,0.49910710870118824
1,0,3,8,0.4988987062443694
6,2,8,1,0.49815030197339294
4,3,8,0,0.4978995303036582
2,4,3,2,0.49777467812253684
9,7,11,0,0.49742848732996187
2,0,8,5,0.49741901200670946
3,1,3,6,0.49694738723459647
2,2,7,6,0.49667907182310955
0,5,3,6,0.49666392450069624
5,9,9,3,0.49632306384313274
1,5,9,9,0.4963048766222206
0,10,5,7,0.49542199038075085
0,10,2,1,0.49517257099218387
8,1,9,4,0.49504619567663055
0,10,3,0,0.494652151798293
0,11,4,7,0.4945634848767683
1,0,5,10,0.49399387931471467
0,5,8,5,0.49384426157875067
1,7,2,11,0.4932658365112539
1,0,2,7,0.4931949172944865
3,1,3,11,0.49317891058364044
2,4,5,7,0.4931131225248554
3,9,4,7,0.4922785583415983
3,3,3,9,0.49216281853916477
2,7,8,5,0.4919729410689716
0,10,5,10,0.49189542582968354
9,11,11,10,0.4918674376625989
3,3,10,8,0.4918040201839562
0,0,6,9,0.491798667686469
2,6,9,2,0.49173073018858565
7,9,10,5,0.4916719282876669
7,6,9,9,0.49148591960268684
4,0,9,5,0.4914753390855598
0,0,11,3,0.49135138911538573
7,1,9,1,0.49100846355861033
0,8,5,10,0.49100804048605035
2,2,7,3,0.49095395217301446
3,6,4,9,0.49072103949440754
6,5,10,6,0.4903745387245614
6,0,9,0,0.49033305181715325
6,1,11,6,0.49010119029709204
0,1,1,1,0.489867882466355
2,4,6,9,0.48978918274427885
2,9,6,4,0.48977687744932535
2,4,2,7,0.48955310362623394
8,6,11,10,0.48937861969688984
9,0,9,8,0.4890045936808022
2,7,3,3,0.48888795576823196
9,5,10,8,0.4888336141453567
8,7,10,6,0.48860396538836576
6,3,7,2,0.48859077029567294
4,0,4,5,0.488425318309692
2,2,5,10,0.48841673715318784
0,0,5,0,0.48835631092090304
0,4,10,5,0.48811465290541795
3,9,8,7,0.4878040403850544
2,5,3,1,0.4876672027433171
0,10,3,8,0.48743562749575126
1,8,9,2,0.4869699492424726
3,3,9,9,0.48694465113871716
0,0,10,4,0.4862984674534529
0,1,9,9,0.48626899189943484
9,9,11,0,0.4861801208356217
4,3,4,5,0.4860013597401563
3,2,5,7,0.48589774939293334
3,3,4,6,0.4856560036862503
0,10,0,11,0.48527220039776414
2,0,6,5,0.4849163640915856
8,9,10,0,0.4844474801164051
0,4,11,10,0.4843046515377914
7,7,7,11,0.4841439486151244
10,9,11,4,0.4840587313732579
2,7,4,5,0.4839662588882652
6,4,7,6,0.48366257804868334
9,3,9,7,0.48336698927772676
0,8,3,8,0.483264261377529
2,0,11,3,0.48324069445336676
5,9,11,1,0.4827342438270566
2,6,5,10,0.4818850869213116
8,4,9,5,0.4815724690753011
0,0,2,8,0.481541304284428
0,9,7,6,0.48150769370994406
8,0,10,6,0.48136644665393646
2,1,4,9,0.48136321863869663
2,4,3,5,0.48120239483905664
7,6,9,7,0.4810053792432597
2,8,8,7,0.480878700389449
3,0,10,8,0.48043584563382946
0,10,9,9,0.4803590717478365
3,9,10,8,0.47999161087484976
8,11,9,8,0.4796888270336456
2,0,6,4,0.47945394303350636
0,5,1,4,0.4794121081588844
4,2,10,9,0.47938075931161606
1,10,10,5,0.47906378994877963
1,0,8,4,0.4789981344690225
5,0,11,11,0.4786433978425431
2,5,3,2,0.4784712671400189
4,0,6,9,0.47808011105698567
5,9,10,8,0.47741943692709043
3,2,3,8,0.47737539823144026
4,5,10,8,0.47698602892066566
5,5,8,10,0.47689899410492376
2,2,3,6,0.4768948536438844
2,7,9,9,0.47686644458337407
1,7,1,8,0.47673649182574535
0,0,9,8,0.4766200170555565
0,1,0,9,0.4763965802742432
2,9,6,8,0.4763641961412101
8,11,11,9,0.4761863859173462
4,9,5,10,0.4760892733198488
4,9,7,8,0.4760741383109293
2,9,3,9,0.4758216902867312
3,2,6,9,0.4757696553304579
1,0,8,8,0.4756656370265947
5,9,7,6,0.4756497900007207
4,7,10,0,0.4755836987707589
1,5,9,0,0.47547038890396437
1,1,3,3,0.47535074352679657
3,9,5,11,0.47512002786062413
1,5,5,9,0.4746778432854996
1,3,2,2,0.4746274634869856
9,11,10,11,0.4744691768666544
9,4,11,6,0.4744630082615444
3,5,6,4,0.4741720646998616
2,1,2,4,0.47408767124628587
0,2,4,3,0.4736419320231022
9,1,10,5,0.4735803157903851
0,10,6,10,0.47337126909391447
8,1,10,9,0.4732274196577395
3,1,3,5,0.4731502337661015
3,1,3,3,0.47309039190661417
8,10,10,8,0.4730233944089871
2,7,3,0,0.4728823905022364
6,5,11,0,0.4727929022729186
1,8,3,8,0.4722825793494239
1,4,3,8,0.4721056664309362
5,0,9,8,0.4720908906263208
7,8,8,7,0.47188530898813524
3,2,11,7,0.4717427972658203
4,10,11,6,0.4716452863443893
3,9,7,2,0.4716006085123658
5,0,9,10,0.47139701733529665
1,2,7,11,0.4713066800426104
0,5,1,0,0.47112212288488414
3,6,5,7,0.4709135026455075
8,5,9,9,0.47062575591687356
2,10,3,9,0.47056645227650407
6,2,10,5,0.47050531342477514
0,10,1,4,0.4704095113646784
3,4,8,5,0.4699995777774821
0,1,9,0,0.4699109290122616
1,6,3,11,0.4698703786732861
0,0,4,0,0.4698199656428875
6,3,7,6,0.46977008382056445
0,5,2,7,0.46967954332354916
2,7,3,6,0.4694723287887459
3,10,9,5,0.46829241210759837
0,1,3,9,0.46821723081372285
3,6,7,2,0.46820786775832185
0,2,5,5,0.46818087170655626
1,2,2,9,0.46803582944637
7,0,9,0,0.467819945476104
1,3,2,9,0.4675056954992028
1,8,8,5,0.46724980800876015
6,1,11,10,0.46714889436190443
0,1,2,4,0.46703239372267974
0,2,1,2,0.4667845320658342
7,3,11,0,0.46678330561761366
4,5,4,7,0.46672928956964105
2,2,9,7,0.4666754454639598
6,5,8,5,0.4664842251325057
7,1,7,8,0.46639947118184194
0,2,7,3,0.46624370570422397
9,1,11,10,0.46593115100751253
3,6,9,0,0.46568721165045535
4,5,8,9,0.4655221936752574
3,1,3,8,0.4651278226142842
1,0,3,1,0.46511969194515945
1,0,11,8,0.4650920848613506
0,10,10,0,0.4650724474094325
0,11,3,2,0.46483119711499177
2,7,3,8,0.46477125279951803
1,2,2,2,0.4643655386116293
10,8,11,10,0.4642944428243388
0,0,0,11,0.46386241604462686
1,9,7,0,0.4636439954529156
1,3,7,6,0.4634967463059972
6,4,9,0,0.4634017134334081
3,2,3,4,0.4627558766501492
1,8,3,3,0.46246654596831593
1,5,6,7,0.4619816841135902
6,5,8,7,0.4616896583584349
1,8,7,8,0.4612473188323067
0,8,2,10,0.46106449367518
7,8,8,10,0.46068427299862535
6,8,11,0,0.46024717457619985
6,0,9,7,0.4602403848642873
2,11,9,4,0.4595495339803942
2,7,4,3,0.45954166042779576
2,7,11,0,0.45912656566864524
6,7,6,9,0.45893767427927434
0,10,6,4,0.45886787721875444
2,7,5,10,0.4586579824573424
3,1,9,0,0.45805717184731914
0,1,3,5,0.45783551660054117
2,2,2,8,0.4574934684963219
3,5,7,3,0.4572661856037128
1,1,7,3,0.45722139653628324
0,10,1,1,0.4571991305064205
4,5,6,7,0.4570049157607545
2,10,6,5,0.4568141747779239
2,0,2,2,0.45674536509349883
2,4,6,4,0.45668917864654873
0,11,4,9,0.4566434279678826
6,0,6,8,0.45663881234768006
9,4,10,0,0.4565455874717921
2,11,6,9,0.4565227499946147
0,10,4,7,0.45640956167789654
4,2,9,4,0.4563467084149188
1,10,9,4,0.4561848191752809
1,1,11,0,0.45602179489081207
6,4,9,7,0.4559833487410767
1,10,9,10,0.45596186762701113
2,10,9,9,0.4546268179615565
1,4,9,7,0.45459527757120194
0,9,4,9,0.45455260038947287
1,4,10,0,0.4543975904223207
1,0,10,1,0.4542636653923145
3,8,8,5,0.454231102250562
2,6,11,3,0.45398118672824983
2,7,10,6,0.45371075484471096
4,9,6,10,0.4536084007548655
1,3,10,8,0.453560585516199
1,2,2,0,0.4534484518135679
0,5,5,11,0.45328739117885625
0,8,1,3,0.45325929460816844
0,0,8,9,0.4532493199878994
5,9,10,9,0.4532053314110109
1,0,8,0,0.4530174609651478
6,9,10,0,0.45274168147343335
0,2,7,1,0.45227115725500167
0,11,5,0,0.4522429845084717
8,4,10,0,0.4519640401366881
7,2,9,0,0.4519489957531507
3,5,6,10,0.45183332710797386
1,8,2,2,0.4517998553661775
2,2,9,9,0.4515321244004563
3,3,9,7,0.45140150994668043
5,5,6,9,0.45137885468775774
3,3,11,7,0.45098367665671496
1,1,2,7,0.45086905946011274
2,3,10,5,0.4507546060480115
3,0,9,3,0.45049574744854326
0,9,6,10,0.45048016902766475
0,9,9,0,0.4504770994536152
0,0,3,9,0.45041404610070035
3,11,8,11,0.4503368544709136
1,5,11,6,0.4502775724851036
3,1,8,5,0.45017072350200094
6,9,11,11,0.45002524414121864
6,9,10,1,0.4498440071166839
2,4,3,9,0.4498359389797063
7,2,10,6,0.4493481343020142
3,2,10,6,0.4491919482122116
0,11,7,5,0.44911107620203283
0,9,0,11,0.44909552222705845
1,1,2,2,0.44900597903155703
3,9,8,8,0.4485662326049711
3,9,9,9,0.44830999370900065
2,2,6,4,0.4480568165157236
0,0,0,7,0.4478537776459258
1,2,6,0,0.44762227047366293
0,8,4,7,0.4475139852076478
1,9,7,11,0.44684793219161045
5,11,10,0,0.44621918262074295
1,11,3,4,0.4460560029435057
4,6,10,9,0.4459412473258643
3,2,7,2,0.44581654373689394
6,0,10,9,0.4456097164822016
3,9,8,4,0.4455112673606683
5,0,11,2,0.44522519048637466
1,4,8,7,0.44501501383868164
