head_a_layer,head_a_head,head_b_layer,head_b_head,correlation
1,9,6,6,0.2988190382780497
0,10,1,10,0.2987982620000809
4,2,10,8,0.29877809191374
8,5,9,5,0.2986662985399938
2,6,10,5,0.2985050675672015
1,5,5,2,0.2981947442711245
3,10,11,4,0.2979423413310402
6,8,10,8,0.29792340315882687
0,9,1,4,0.29791465858860544
4,5,8,8,0.29780269089503936
4,6,9,2,0.2977796583973395
6,5,7,10,0.29773068815413595
5,4,7,5,0.29772966769324455
9,2,10,5,0.29772878205259756
7,0,7,10,0.29758903176648294
4,3,4,7,0.2974334545662481
2,0,3,7,0.29735662021515613
4,5,10,4,0.29733489160452486
0,6,2,4,0.2973310024911942
0,2,4,11,0.2972791926452321
4,3,10,6,0.2972398995011258
0,7,2,3,0.29709056026975145
1,8,11,7,0.2969323424431037
3,3,5,4,0.2967044467330696
2,8,11,3,0.29670266472055556
4,11,11,1,0.2965419876729626
0,9,1,11,0.29651103632761894
6,0,9,9,0.2963472969453272
2,7,9,3,0.29631221587645207
7,3,7,5,0.29629628425814436
1,7,2,5,0.29622527100010326
3,3,4,11,0.29619824002885425
6,8,9,0,0.29611328832043976
2,2,10,6,0.29610337218077704
6,2,6,5,0.29592383240048725
2,1,10,10,0.29561104103008723
0,5,2,8,0.2955893329469554
3,0,3,3,0.2954089156440655
3,6,9,4,0.29494529152769366
8,7,9,8,0.29492383360808344
4,9,7,10,0.2948962152224215
2,11,11,4,0.29481733624123363
2,6,9,5,0.29471214354663333
2,2,3,1,0.2946977508138025
4,0,11,1,0.2944585578285725
4,7,5,0,0.29435781172128733
1,7,4,9,0.29435182300763235
6,6,7,0,0.29429982701477575
0,3,0,8,0.29428858235080874
1,7,1,10,0.2941493742436258
0,11,4,2,0.29414054828195985
1,7,2,10,0.29406785156608883
1,0,8,10,0.29404234210151076
2,4,6,3,0.29402809436129335
7,8,8,11,0.29390651884102265
3,8,5,10,0.2937959324627796
2,4,10,8,0.2936775530073918
9,9,10,6,0.2936128935557334
1,7,4,0,0.293421778931013
1,7,4,6,0.2934203495053545
0,4,9,4,0.293375002848271
2,9,6,5,0.2931728977438701
7,0,9,7,0.2931077963796299
0,11,2,7,0.29307500186632807
3,4,11,3,0.2927893128333165
0,0,4,11,0.2927805359956892
2,4,8,10,0.29262245124867775
7,6,10,8,0.29261048445095855
8,10,11,4,0.29243397393461806
5,7,11,10,0.29242302071681514
3,1,6,3,0.2924225762735323
8,7,8,9,0.29235237284140436
1,2,4,0,0.29229686857000814
3,9,3,10,0.2922805033976547
1,5,3,0,0.2922586979732205
3,9,9,7,0.2921634567143376
1,5,2,10,0.292069537321259
3,8,6,7,0.2919998376197223
1,0,5,9,0.2918740567495046
4,5,5,7,0.29163316546646384
0,5,9,9,0.2915657147623414
2,4,4,0,0.2915635254120548
1,1,4,5,0.29150582585587376
0,6,1,9,0.291442172104855
6,10,7,6,0.2913840837070465
0,2,7,7,0.2911360894595722
7,8,10,11,0.29110620291554445
0,1,1,11,0.29079682245935284
6,5,9,4,0.29059031884981984
4,3,7,7,0.2904410109010696
1,11,8,7,0.2904047818018743
5,8,10,8,0.2903798555388517
1,9,5,5,0.29034332971243343
3,8,9,0,0.2902219381008194
1,3,5,9,0.2900503114119215
0,8,10,2,0.29000504321710496
0,2,10,9,0.28997541168758006
3,9,11,7,0.28994036241476706
1,9,6,10,0.2897642613361692
7,3,11,7,0.28965009990088114
5,8,6,5,0.28961710697217635
0,10,4,2,0.2894342352282568
5,11,9,11,0.28942456177220005
6,4,8,1,0.28904423642413374
2,1,4,5,0.2889046448578884
0,2,0,10,0.2886877640639581
3,1,6,4,0.2885697457749422
6,3,6,11,0.2884104142832311
0,2,6,3,0.28840061258175564
2,2,5,3,0.2881637158139214
1,0,10,6,0.28802545456548145
8,5,10,0,0.28789161880470854
3,4,8,7,0.2877964376348582
2,9,5,11,0.28778993898787447
0,5,8,0,0.28756871514929566
5,5,7,4,0.287379428801563
6,3,8,5,0.2872874556038706
2,5,3,6,0.2872849600690183
2,2,5,1,0.2871982659018484
9,11,11,0,0.2870325673582785
6,3,9,11,0.2868088456637024
0,4,5,9,0.28679510995402696
1,3,1,7,0.28675279815401555
3,4,3,7,0.2866462956662949
5,4,10,8,0.2865829822012204
6,8,7,4,0.2864973080623897
0,1,5,5,0.2863789705232443
3,1,8,10,0.28628289649881755
7,10,8,10,0.286010963755547
2,8,4,9,0.28597629266918706
2,1,10,8,0.28589539437749856
0,8,5,4,0.2858155606618801
3,5,8,6,0.28578328447636414
2,2,9,5,0.28576971197911316
2,1,5,10,0.2857509577681572
7,6,11,1,0.2855754901577515
0,7,5,9,0.2854590372750496
8,7,8,8,0.2853671960740566
2,1,2,6,0.2853354001708715
1,8,6,4,0.28505363633016173
5,9,6,7,0.2849205462571471
1,4,8,3,0.2848841287966615
2,6,5,4,0.2848817891554463
7,4,8,5,0.2847852939993252
7,3,10,8,0.28474952488187355
10,4,11,1,0.28474687877739635
1,1,10,2,0.28470891049341696
2,7,6,10,0.2845983896552188
1,4,9,4,0.2842068003050289
2,2,10,2,0.28404648614752265
0,4,2,2,0.28389180715542084
5,3,5,7,0.28380840827402926
5,9,9,7,0.28374719596786707
1,6,1,10,0.2836669641086308
1,3,8,5,0.2834478163967396
0,6,1,11,0.2834360941363365
0,7,2,7,0.28342840303980377
7,0,7,1,0.283401966449216
3,8,10,7,0.28326849160567724
1,9,4,6,0.28318055494105554
0,0,1,2,0.28305695673569503
6,0,11,10,0.28300133669050936
3,8,5,11,0.28296769811036365
7,2,8,8,0.28290502657118327
1,11,3,6,0.28280344588132084
1,11,4,2,0.2827673411828726
11,1,11,10,0.2826989227154774
7,5,8,6,0.28253193696085477
0,9,10,0,0.2825142326772104
8,10,10,5,0.282395664669986
5,9,10,2,0.2821867944710989
5,0,9,0,0.282064581016668
4,11,7,6,0.28200478036662513
4,3,6,5,0.28172640182396974
2,9,5,4,0.2816215514725007
0,4,10,9,0.2815297831651981
4,7,10,1,0.2813821605764746
8,7,10,10,0.2813164082613718
3,4,6,6,0.2812785170649844
0,4,1,4,0.28126163444357793
3,6,9,11,0.28114422941920914
1,8,7,1,0.28111939039369344
9,3,10,8,0.28105072336135395
3,6,6,10,0.28094634206835906
1,2,3,7,0.2809053565087866
3,5,3,8,0.280898723971309
5,9,9,8,0.28086970876650913
4,7,8,9,0.2808318027406299
3,9,8,5,0.2806994850560299
0,4,1,6,0.28055862777475543
8,0,9,0,0.28053402654380066
1,11,2,6,0.2804585250063571
2,0,11,1,0.28042416150117494
5,3,8,10,0.2800519177338925
1,7,5,1,0.2800232478372708
2,9,9,7,0.2798802337384143
7,8,9,2,0.27977831083102195
1,1,10,8,0.279702101543935
4,3,9,3,0.27961033090568604
0,0,7,2,0.2795480545638558
2,0,10,0,0.27952653345418915
5,4,9,9,0.2793589193402397
4,4,9,10,0.2793169787496449
1,1,7,1,0.2791347858475279
3,7,4,2,0.2790508727178487
7,3,8,11,0.27904158364997095
1,11,7,1,0.27890103786486153
3,1,7,1,0.2788773631525146
3,3,9,10,0.27861434925744527
2,2,7,10,0.278600569766673
3,4,5,5,0.2784745623225031
1,6,3,2,0.2784359825616256
8,7,11,11,0.27807855627017924
1,11,4,3,0.27807527115305597
2,10,8,5,0.278046073809921
1,3,6,7,0.27799011554259867
1,0,5,5,0.27789153078761375
1,2,7,4,0.2778434224227817
6,4,9,3,0.277819406039802
1,2,1,7,0.27779646065391306
2,1,2,7,0.2777902756074405
3,2,5,3,0.27778403353167835
6,0,10,5,0.2777582936010315
1,7,7,4,0.27775808189607243
7,6,9,3,0.27762217746703843
1,11,8,1,0.27754952322958315
6,0,11,6,0.27752299089346627
7,11,10,9,0.27750242037666895
1,5,4,0,0.27747132591992607
0,6,4,9,0.27743454914114624
5,5,6,5,0.27739418180767506
9,1,9,11,0.27737380544257284
0,4,3,8,0.27737282824664217
8,7,9,0,0.27736496631209007
3,7,10,8,0.2773411962215515
2,1,9,2,0.27710754922377007
1,2,6,7,0.27700696949357606
5,5,10,9,0.2765869772049396
2,4,5,8,0.2765637190566428
0,3,11,0,0.27656103896283124
6,8,8,0,0.2765368757328912
6,10,9,9,0.27651364776036524
3,4,6,5,0.27641749284479583
2,2,2,9,0.2764162978331303
0,1,10,9,0.2762473427966953
5,5,5,10,0.2762132263252159
5,2,7,5,0.27620651843161464
4,0,6,4,0.2761397152729607
8,10,8,11,0.27601448139507556
2,10,4,9,0.27601368097985457
5,11,6,9,0.2758928660975105
5,7,6,11,0.27581597304132155
0,8,3,5,0.2756751874883244
2,5,4,9,0.2756335673960722
8,7,11,3,0.2755057850647254
5,10,7,10,0.2753074991426889
3,6,6,0,0.2751539712428325
6,0,11,1,0.2750752227274878
1,1,1,10,0.27493914921679585
10,2,10,8,0.27463315111521863
1,1,6,3,0.2746117894172531
0,8,8,11,0.274556797676386
2,8,9,9,0.2744418280878026
6,3,8,7,0.27435405160976123
5,11,6,0,0.2742273070756738
2,7,11,7,0.2741581740662311
1,8,9,0,0.27396781136812226
2,2,9,3,0.2739455709352033
5,10,9,2,0.2738864766845139
2,0,6,7,0.27380083098532987
4,7,11,4,0.2737062655580736
1,1,6,1,0.2736639243608513
1,0,10,0,0.27361094540536407
0,1,6,8,0.2736006529355358
2,5,3,10,0.27358828005609775
2,7,5,4,0.2734957393323765
3,1,6,7,0.2734704767080982
9,1,9,2,0.27345327797576147
1,7,9,2,0.27337452746151153
0,9,3,8,0.27331521906890244
1,4,6,2,0.2733045689168539
1,3,2,8,0.273143596679774
1,5,2,4,0.2729009372239387
5,11,10,2,0.27287607498336985
5,9,10,5,0.27284946036658314
0,5,2,1,0.2728339993498623
1,10,6,3,0.2728149014354305
6,0,7,4,0.272797556784326
1,4,10,2,0.27270764543408105
6,0,7,1,0.27267511858721366
4,11,6,5,0.2723795320016678
2,0,5,8,0.2723780346493136
4,9,5,3,0.2722958355163363
5,3,7,8,0.2722938561445596
0,2,1,1,0.2721078609944425
4,9,9,0,0.27210336759976606
0,7,2,5,0.272003109609958
3,0,3,10,0.271984390947686
2,6,9,11,0.27197534635050613
0,3,1,5,0.2714358777359834
1,4,2,10,0.2713148742337426
3,2,5,11,0.2712780632976519
6,5,10,0,0.2711278943468601
1,4,9,0,0.2709942856973301
2,7,11,6,0.2709789363404878
5,5,7,3,0.27097444477693466
9,3,10,2,0.2708967079040165
4,5,5,0,0.27075961627355793
2,5,2,7,0.27075660960986614
1,0,7,6,0.2707378833712673
0,0,3,1,0.27073259529714544
3,3,3,7,0.2706730668270047
3,7,8,0,0.27061568360472005
3,7,4,9,0.27058797273725316
5,10,9,5,0.270477381404231
3,8,4,2,0.2704356870905894
6,3,11,7,0.2703124825268411
4,2,8,1,0.2702635155130246
7,1,9,7,0.27023502656109727
2,4,9,3,0.2702255656227034
0,0,0,9,0.27011854497032894
0,10,11,0,0.2701112801661321
2,6,5,3,0.2699717300807792
3,3,7,3,0.2696759856540177
2,11,10,0,0.2695641523850912
0,10,9,11,0.2694339367113976
6,7,8,10,0.2694012022717104
9,4,10,2,0.26931436026577393
1,4,6,3,0.26912098889428815
2,4,3,7,0.2690803550468642
1,3,3,11,0.26905828247266034
3,6,5,0,0.26902166951113
1,7,4,2,0.26888344796127256
4,3,8,1,0.2686911239202606
6,5,7,4,0.2685947887170529
2,3,10,9,0.26856778865264325
2,3,3,4,0.26856115111331913
4,2,11,6,0.2685367513875228
0,8,3,7,0.26851459447274084
2,0,3,10,0.2684849819551474
5,4,6,10,0.26842895080244666
7,9,11,7,0.26819444980615315
7,10,9,9,0.2680372237024066
1,2,3,2,0.26795629036806057
8,4,8,10,0.2679065072787206
2,0,2,6,0.26789982504242804
5,5,6,8,0.2678762174419113
3,5,4,5,0.267874920217558
1,11,7,6,0.26769110184053946
3,10,10,10,0.2676418326783928
2,9,7,8,0.2675776908614769
5,2,10,8,0.2674140969175244
4,7,11,0,0.267378800720499
2,0,11,0,0.2673613689330849
0,5,3,5,0.2671347024640045
6,7,11,7,0.26711879996145066
2,0,5,5,0.2670985110459882
3,4,11,7,0.2670951471423474
3,1,8,6,0.26705669904039653
1,5,7,4,0.2670436902629901
0,4,1,2,0.2670395464157686
5,7,11,4,0.26693080166851085
0,3,2,7,0.2668634046489288
3,0,8,5,0.2668053912429981
4,3,5,4,0.2666795811773877
10,10,11,1,0.2665206532659343
3,2,10,0,0.2665085593286556
2,3,4,2,0.26649987877888864
3,7,5,11,0.2663497107670818
1,10,2,7,0.26616376272162234
3,6,3,9,0.26607032960706933
1,4,7,8,0.2659994089081901
1,9,7,7,0.26592117595378556
3,6,6,5,0.26549210964597647
4,3,10,9,0.2654071738936142
0,4,4,9,0.2651873571254771
4,5,8,7,0.26490755041336533
8,10,10,6,0.2648723797747777
1,0,11,4,0.2648374915707688
0,9,1,0,0.26477735899818367
3,10,5,6,0.2647004582642179
2,6,3,3,0.2646980308969358
2,6,5,0,0.26437888979714935
5,10,8,0,0.26437323560114756
5,5,9,5,0.26423748349139003
2,11,3,10,0.2642118154157936
1,3,8,11,0.26418066411713936
1,9,1,11,0.26399916549795
1,8,6,7,0.2639914598509476
0,5,2,0,0.2639482330585454
0,8,7,6,0.2638370919587545
5,9,9,9,0.2637777157879832
3,3,5,8,0.2637067485740713
1,8,4,2,0.26365260133001384
2,5,7,2,0.2634891522669274
1,8,8,11,0.2634885322107469
2,10,9,10,0.2633849831582213
3,8,5,5,0.2633268148157698
5,7,6,4,0.26308042581599933
0,6,6,3,0.2630137208353761
3,8,3,11,0.2627031322761386
0,10,6,9,0.2626330146684295
6,1,9,3,0.26247363882461283
7,7,11,7,0.26244847624546214
1,2,11,1,0.262428543243977
1,5,5,7,0.26221629535802365
1,7,11,7,0.2621817903762236
5,9,9,5,0.262150900782533
8,10,9,5,0.26209418481698826
4,3,9,11,0.26205629432339944
1,7,4,11,0.26202954646785276
5,8,5,11,0.26199379002203665
1,2,4,6,0.261877099125819
0,9,3,4,0.26186398723196463
0,1,10,6,0.2616938890727904
6,6,7,11,0.2616264031264182
1,0,3,5,0.26150491427617617
0,11,4,5,0.2613525192342937
2,5,7,8,0.26133807868174086
4,2,11,4,0.2613079063016976
7,11,9,3,0.26120036695107224
0,0,1,1,0.26119266182307677
0,8,10,6,0.26117302777072854
5,4,11,7,0.260990046826334
0,1,8,6,0.26095421475758496
1,7,3,5,0.260939729436301
1,5,6,10,0.2608492283576391
4,2,5,5,0.2606848304935822
11,3,11,7,0.26062074113162764
0,9,3,7,0.260559787573593
7,11,8,6,0.2605307148698887
2,11,8,10,0.2605238008777353
4,11,9,5,0.2604250197215915
3,6,8,1,0.2604054917810787
5,4,5,7,0.260347991282544
5,9,6,11,0.2602414551957261
7,1,10,8,0.2602109010607603
2,4,7,1,0.25997590645327323
5,11,8,5,0.2598431928296305
9,3,10,3,0.2596834537711564
2,5,4,5,0.25959957842920484
6,8,7,6,0.2595568718142782
7,5,10,9,0.25945989873854647
1,9,11,3,0.25932066211013427
3,4,10,9,0.2592916558793403
0,9,4,0,0.25928523120984454
2,8,6,3,0.25918653907815475
1,7,7,1,0.25916850507248207
0,1,0,11,0.259098073472591
4,7,10,6,0.2590886232794017
2,6,4,2,0.2590846251557683
3,0,6,10,0.25905721632112416
5,4,10,9,0.2589942387960997
2,4,7,6,0.2588794423815179
6,2,7,8,0.2588386264605008
2,2,4,2,0.2586996955575129
3,2,6,4,0.25862955455061293
1,9,3,9,0.2581583350957278
3,1,8,7,0.25802243590722507
0,2,2,5,0.2580056046270805
5,10,11,7,0.257965333022345
3,7,7,5,0.25791407098079866
6,4,10,2,0.2579087154999349
5,5,11,4,0.2578534967246234
2,0,8,0,0.25769589271072657
4,9,7,6,0.2575370529779915
6,2,9,9,0.2575297364971297
2,7,9,7,0.25746023092948817
2,2,5,2,0.25743623055222764
1,2,7,7,0.2574210133387505
2,4,3,0,0.2573114651813668
2,0,4,3,0.2571865519061523
1,7,4,4,0.2569104228582015
0,11,10,2,0.25683894459002093
2,3,7,5,0.2568047089068958
4,6,11,4,0.2565699607801291
2,0,5,3,0.2565045058748077
0,8,2,11,0.25641500065059986
2,5,10,0,0.2564130878572584
0,7,10,0,0.25627703776953975
1,7,5,3,0.25622987100793565
0,0,4,5,0.25613592936747304
5,8,9,7,0.25610040814266416
0,1,6,0,0.2559392463766815
3,2,8,3,0.2558897854528414
9,10,10,3,0.255875055368028
2,6,9,4,0.25585778309340285
3,8,7,3,0.2558374120990197
7,4,11,0,0.2557808044862616
3,11,7,2,0.2556134737098276
3,2,4,11,0.2555596260200264
8,10,10,0,0.25537946259140204
7,9,11,0,0.2553424896705019
5,5,8,5,0.2552911980273225
8,4,8,7,0.25506025317994657
1,3,6,10,0.2549079455716814
2,9,7,0,0.25490619981330204
7,6,9,11,0.2547972932439928
1,0,1,4,0.25477623861731236
1,2,10,0,0.25472887179944564
0,4,9,7,0.2546803964141943
5,4,8,5,0.2545977173829168
4,6,11,1,0.2545628711258147
3,5,7,8,0.25434280322895164
1,3,3,4,0.2542537723891468
10,5,10,9,0.2542080773971343
6,6,8,5,0.2540696042267537
0,9,6,8,0.2540195374660759
1,11,3,9,0.25393946564204406
1,3,2,7,0.2538941269469711
1,5,4,2,0.25385159622424186
5,6,9,2,0.25379336742574
1,2,5,11,0.2537403693186695
3,9,5,7,0.25365300203852803
1,10,3,3,0.2536263585454381
2,0,7,10,0.253546687120096
2,9,10,5,0.2535338432890892
4,4,9,2,0.2535053031660659
0,2,10,6,0.25328425366606505
4,1,5,10,0.2531959267708252
3,3,11,1,0.25314984744963553
4,0,9,10,0.25303374628138636
4,7,7,8,0.2530128847557032
3,4,5,4,0.25289489181377517
4,7,11,11,0.25287481380457055
2,1,3,3,0.25286904468931976
2,9,5,8,0.2528338837024335
3,8,7,9,0.25279292741169435
2,11,7,6,0.2527344112648026
2,1,3,2,0.2526680001678855
1,7,2,6,0.2524974001572838
4,10,10,9,0.25241709190825873
4,6,9,0,0.2523281915930654
3,3,8,7,0.2522973454915335
2,1,4,7,0.25219700316637034
3,3,9,4,0.2521698646403377
2,6,10,9,0.2520913749048242
3,5,5,2,0.2520366888359477
3,11,8,0,0.25195377963802784
3,8,9,9,0.25187543622195724
5,11,9,5,0.2518449275890377
3,3,7,8,0.251779590279946
0,1,3,10,0.25174081767212514
0,6,7,8,0.25168931712255654
5,2,6,4,0.25166946011586233
0,1,7,2,0.25164972668347474
2,8,4,0,0.2516169442658884
0,6,6,6,0.25161587780535805
2,9,3,5,0.25157485362137794
0,2,3,3,0.2515695229484648
0,7,9,5,0.2515663823416507
2,1,8,7,0.2515337633641626
5,8,9,3,0.2513002286741228
3,7,5,9,0.2512328946349327
3,0,3,4,0.2512132217697295
4,0,9,4,0.25110727762838914
2,4,6,10,0.2509053668816799
7,2,7,6,0.2507857374899563
3,6,11,1,0.25073870840210044
3,10,6,10,0.2506977033535776
5,9,7,8,0.25066569086626755
0,8,9,2,0.2506482131993473
1,7,11,11,0.2506236852831308
2,5,5,11,0.25044280964751126
2,3,11,7,0.25032648787137235
2,6,4,1,0.2503203103693458
2,0,7,7,0.2502861122814864
1,6,8,3,0.25023689587926634
6,11,9,4,0.2501393121458811
4,2,9,2,0.25012788791838325
0,4,2,4,0.2501185597281031
0,7,2,8,0.2501003150546118
4,3,5,7,0.25007400626955506
0,1,1,8,0.2500584646621178
7,3,8,10,0.2499346205621576
2,0,2,8,0.24993239784966
0,6,0,10,0.24972163050376683
2,8,7,0,0.24970032452750915
1,4,5,9,0.2496538534273801
2,10,9,4,0.24960702026398338
7,4,7,6,0.24949464839014718
2,7,9,0,0.2494343535122888
5,10,6,5,0.2493598127484787
2,4,3,11,0.24932751811045764
0,5,3,0,0.24932271908062895
9,4,11,4,0.2492711470827342
3,2,6,10,0.24920456519749362
6,4,7,4,0.24913859153011078
2,4,2,6,0.24905313734479442
1,9,5,7,0.24887822519408911
0,3,5,10,0.24886418209393255
3,5,5,4,0.2487760941702857
2,8,8,3,0.24876348483322158
1,2,11,3,0.24863456172542678
8,11,11,3,0.24857594680957926
4,3,11,3,0.2482993473386714
3,3,9,5,0.24827258618523163
0,9,5,9,0.24815753957112105
0,9,4,3,0.24793686130911397
4,11,7,3,0.24792716754044683
0,11,8,10,0.24777659706861513
0,0,3,10,0.247735709658402
6,5,6,10,0.2477302112034964
2,5,4,11,0.24768206172412105
1,4,11,3,0.2476733127272522
1,9,2,3,0.2475330385456811
8,10,11,3,0.24739995313858176
0,5,9,10,0.24734903178830558
2,8,3,10,0.24719705502518485
2,2,6,2,0.24704257020498926
1,8,4,3,0.24702746603607512
10,8,11,11,0.24672000496434657
10,1,11,1,0.24668839453198574
2,4,7,8,0.24663572174994977
0,6,1,2,0.24663103016697074
4,0,4,9,0.24660980126043286
3,3,7,0,0.24658821566175212
3,9,4,2,0.2464537281849324
0,5,6,6,0.24637275503523987
1,9,11,9,0.24634033368813835
7,3,7,10,0.24626794836658775
6,3,7,1,0.24600747147428875
7,4,7,8,0.24599062726758353
2,7,4,0,0.24596439727256647
0,4,0,8,0.2458961311423445
2,1,11,4,0.24582434688339497
8,1,11,7,0.245760257776946
2,2,5,0,0.24570428816791096
0,1,8,8,0.24561450675914387
3,10,11,10,0.2456091045519169
4,2,5,4,0.24547167082674606
3,0,4,2,0.24545692548732229
4,6,8,0,0.24544941791429942
1,8,5,5,0.24515015995213368
3,4,8,6,0.24502382927408647
1,0,11,1,0.244895735735725
3,1,5,7,0.2448883336827459
2,0,10,2,0.24483436179875137
1,3,11,10,0.24472867888990915
5,4,9,4,0.2447283923191568
7,6,8,10,0.24461134511052565
4,6,7,8,0.24455617833637955
2,9,3,2,0.24442341260131503
0,8,1,2,0.24436938784423354
6,7,8,7,0.2442428591493728
3,6,7,1,0.24422853783958315
1,3,2,6,0.24409630233285218
1,8,4,0,0.2440777409659947
1,1,9,3,0.2440040826110932
3,4,9,3,0.24385934788053212
2,4,6,0,0.24378644475326317
0,3,6,8,0.2437742981778479
1,2,6,3,0.2434883988667754
7,1,11,7,0.24330199758533327
6,7,9,7,0.2432905473037801
4,2,8,10,0.24326911688830896
0,5,2,10,0.2431152059845911
2,7,10,9,0.24304610036679566
2,5,10,8,0.24303834532934043
3,3,8,1,0.24293653471792048
5,3,9,4,0.2428418833097512
0,6,6,5,0.24281249914348252
5,11,11,1,0.24278912102785527
1,10,9,7,0.24276271703029892
6,8,11,6,0.24269053522473508
4,9,8,3,0.24264883033600876
2,1,4,11,0.24259954939257833
3,3,6,11,0.24242850860823548
11,1,11,8,0.24240321093128636
4,10,7,5,0.24235523458005614
9,2,10,3,0.24230622474642957
5,4,7,8,0.242143956548569
6,10,7,1,0.24207748719452502
7,8,9,6,0.24198366271147953
3,8,8,3,0.24194210372552913
2,0,7,4,0.24193164266109585
2,4,9,5,0.241818044288112
6,3,7,0,0.24181331638375647
4,0,6,3,0.24177322955151537
2,5,6,7,0.24176577461094628
3,10,11,6,0.24174241420636355
3,7,7,3,0.24162627689761185
3,7,5,7,0.24159556948388117
10,3,10,8,0.24156308112413455
1,2,5,8,0.24151909283754214
4,2,4,11,0.241492454101562
1,11,7,8,0.24139845597235723
7,8,9,1,0.2413106850487105
6,10,8,11,0.24124672567525904
1,2,9,0,0.24115985298462636
1,2,11,9,0.24111844030894414
3,9,7,3,0.2409528331002075
0,8,10,5,0.24095002709637145
1,7,5,8,0.24084391317109385
2,8,8,8,0.24084373959261546
2,10,3,3,0.2405329526981866
6,10,10,6,0.2403520465510132
2,11,5,7,0.24034933078585324
1,11,3,11,0.2402978639174048
0,9,11,3,0.24024266864419838
6,6,7,4,0.24013764679496694
9,11,11,7,0.2401268074293061
0,11,9,7,0.24006355563887388
4,10,7,11,0.240030912640029
4,2,11,1,0.24001071675528454
3,8,5,0,0.2397946565848704
5,3,8,5,0.23979413514566308
11,1,11,9,0.23973826020081254
2,5,5,3,0.23949962142131284
5,5,6,1,0.23948823057157068
3,1,4,9,0.2394571549706924
5,10,11,11,0.2394349631489205
1,9,9,5,0.23943238898454725
2,4,4,7,0.23941886804104967
3,3,9,3,0.23940380419987234
0,4,8,10,0.23927457799916804
0,2,2,3,0.23924493307116432
1,11,9,7,0.23919840512306995
0,11,2,9,0.23911235779884138
4,11,9,10,0.23910023744780812
2,8,11,8,0.23909170850521919
2,7,3,5,0.23900596146940847
7,2,7,3,0.23899743401978987
2,3,3,8,0.2389945226416294
5,7,7,1,0.2389672737177319
2,7,11,3,0.2388112109722905
1,7,7,3,0.2388053827056713
2,4,11,0,0.23877265961037883
1,11,4,7,0.2385903005054861
3,11,4,5,0.2385775775973423
7,9,8,0,0.23852137395297587
0,0,3,8,0.23846823119856483
4,0,8,5,0.23842974418086535
0,8,7,10,0.2383305257849134
1,4,3,11,0.23827703874965717
1,2,3,3,0.23817026951612857
3,9,6,9,0.23808185012856184
6,6,10,6,0.23801832488803723
0,2,3,5,0.23792421251867404
4,11,10,8,0.23791819390095698
1,2,3,5,0.237838383202193
1,3,7,8,0.23767375405564162
0,5,8,10,0.23760502891700072
2,2,6,1,0.23758963817622605
1,2,10,8,0.23757286133590502
7,6,10,5,0.23749713859472676
0,3,3,3,0.23741772535005062
5,10,11,4,0.23734421533832842
2,2,9,2,0.2373145185794774
3,11,11,7,0.23730711088332204
3,7,11,0,0.23728127012761074
1,5,5,4,0.23717372848826337
2,7,5,1,0.23689172321027532
5,10,10,0,0.23683552324454887
5,11,7,10,0.23664347197610106
0,4,0,5,0.23660863341732402
1,0,5,7,0.23656127893497464
1,8,8,7,0.23649566041388595
2,7,4,1,0.23643931814137437
2,8,9,5,0.23636646655504298
1,9,8,6,0.23619374488487432
5,10,7,4,0.23610212325023802
1,10,1,11,0.23609379341679632
1,0,11,7,0.23600391579953048
0,9,7,5,0.2359915143628321
7,6,10,2,0.23598290600629243
9,0,9,5,0.23579226303141373
1,2,8,6,0.2357148366829626
4,6,6,0,0.23569661092906985
3,8,11,3,0.2355488290169502
1,9,4,5,0.235544666308381
0,2,9,0,0.23551629532761767
8,8,9,7,0.2355145273810396
8,0,8,7,0.23551006063928326
2,8,5,11,0.23549243668358574
6,8,10,2,0.23549063179203766
5,5,8,7,0.23541734032551845
0,7,7,8,0.23535167277068675
3,6,6,7,0.2353125617580095
0,7,5,1,0.2352476381078213
0,2,6,0,0.23518743068714026
3,6,5,1,0.2351600528455394
9,0,11,7,0.23506916618260051
0,5,5,10,0.23501103641587764
3,5,7,1,0.23496609195273552
3,0,7,6,0.23478574036106295
0,7,10,2,0.23473927333810166
3,11,6,7,0.2347390849156848
0,8,7,4,0.23454996987257562
2,2,2,6,0.23442179245321335
2,7,5,8,0.2341506558192553
0,4,8,0,0.2340479561158321
6,4,8,0,0.2340100515784752
7,3,8,6,0.23398225441907317
1,9,9,7,0.2339666399585242
2,0,6,10,0.2339623899145593
2,9,10,2,0.2338185213863511
0,1,1,4,0.23377259453254332
1,2,3,1,0.233721940162847
0,10,9,5,0.23363038221114646
3,7,11,7,0.23351805951724067
0,1,11,0,0.23347605741963093
2,5,2,8,0.23338880132472825
1,11,5,11,0.23337309563637254
5,2,6,10,0.2332532145510656
2,2,6,11,0.23321961957452642
0,2,6,7,0.23321073416767898
5,9,11,10,0.2331984683876486
0,2,3,11,0.2331682592509562
3,2,8,11,0.23305661191256477
2,11,6,3,0.2330400638531027
10,5,11,0,0.2329996956600026
0,2,8,7,0.2329832598174154
1,5,4,1,0.23288397877215597
2,8,11,0,0.2328483934941861
7,3,8,9,0.23283245859055476
7,2,9,9,0.2327578711327615
2,11,9,0,0.2327552823414997
1,10,2,2,0.23274999416616451
1,11,5,5,0.2327416033295797
1,7,6,0,0.23271528896529042
2,4,2,10,0.2324919337066784
10,6,10,11,0.23221132029628005
6,8,7,1,0.23216697474691214
